filename	read_id	run_id	channel	start_time	duration	num_events	passes_filtering	template_start	num_events_template	template_duration	sequence_length_template	mean_qscore_template	strand_score_template	median_template	mad_template
minion2_PC_20180219_FAH55989_MN19166_sequencing_run_madagascar_tb_mdr_1_10344_read_1305_ch_232_strand.fast5	ffffdfa9-ea78-4957-ba80-3d92faf71e74	13797ccf3e2df77597eb86d8e23088d7f34ba047	232	1085.2227779999998	1.491	1192	True	1085.352783	1088	1.361	563	10.213052000000001	-0.003276	81.361938	9.87838
minion2_PC_20180219_FAH55989_MN19166_sequencing_run_madagascar_tb_mdr_1_10344_read_85308_ch_234_strand.fast5	ffffb103-af2f-4792-8de3-b6f08a8c9faa	13797ccf3e2df77597eb86d8e23088d7f34ba047	234	54554.12109400001	12.71625	10173	True	54554.22265599999	10090	12.6125	4634	10.837461	-0.001632	90.521889	10.776413
minion2_PC_20180219_FAH55989_MN19166_sequencing_run_madagascar_tb_mdr_1_10344_read_50131_ch_470_strand.fast5	fffec0bd-e564-4304-ab8d-0337619f1a58	13797ccf3e2df77597eb86d8e23088d7f34ba047	470	29030.443358999997	1.9425	1554	False	29030.521483999997	1491	1.86375	638	4.066631	-0.003206	89.98307	8.980347
minion2_PC_20180219_FAH55989_MN19166_sequencing_run_madagascar_tb_mdr_1_10344_read_31606_ch_372_strand.fast5	fffeabc1-8d63-4a73-ae40-9438f3559d80	13797ccf3e2df77597eb86d8e23088d7f34ba047	372	18121.015625	2.07475	1659	False	18121.115234	1578	1.9735	759	6.558582	-0.0017289999999999999	93.036392	10.596809
minion2_PC_20180219_FAH55989_MN19166_sequencing_run_madagascar_tb_mdr_1_10344_read_58954_ch_447_strand.fast5	fffea8b3-2e3d-4698-994d-3ddba3cb2681	13797ccf3e2df77597eb86d8e23088d7f34ba047	447	30190.298827999995	5.83975	4671	True	30190.310547000005	4662	5.8285	2179	7.838394999999999	-0.0012490000000000001	91.41993000000001	10.417206
minion2_PC_20180219_FAH55989_MN19166_sequencing_run_madagascar_tb_mdr_1_10344_read_18351_ch_476_strand.fast5	fffdb306-27ba-482f-8717-cbc7db16f3be	13797ccf3e2df77597eb86d8e23088d7f34ba047	476	12873.600586	6.62475	5299	True	12873.720703	5203	6.50475	2678	7.915894000000001	-0.001364	99.143028	10.776421000000001
minion2_PC_20180219_FAH55989_MN19166_sequencing_run_madagascar_tb_mdr_1_10344_read_137937_ch_280_strand.fast5	fffd354d-6fc0-4b11-b6aa-d1d8bb6b155a	13797ccf3e2df77597eb86d8e23088d7f34ba047	280	120129.453125	3.31575	2652	True	120129.49218800002	2615	3.2695	1329	9.385477999999999	-0.001327	103.992409	10.956024000000001
minion2_PC_20180219_FAH55989_MN19166_sequencing_run_madagascar_tb_mdr_1_10344_read_101187_ch_176_strand.fast5	fffd1d41-cfe5-43d0-b75f-8bdcca3ecf45	13797ccf3e2df77597eb86d8e23088d7f34ba047	176	30185.355469	1.133	906	True	30185.408202999995	864	1.0805	457	9.271453	-0.0013039999999999998	92.677177	9.87838
minion2_PC_20180219_FAH55989_MN19166_sequencing_run_madagascar_tb_mdr_1_10344_read_86578_ch_245_strand.fast5	fffc4682-086e-4acc-9a3f-74c47cae3ef7	13797ccf3e2df77597eb86d8e23088d7f34ba047	245	59073.265625	3.48025	2784	True	59073.375	2694	3.36775	888	10.512295	-0.002043	90.7015	10.956024000000001
minion2_PC_20180219_FAH55989_MN19166_sequencing_run_madagascar_tb_mdr_1_10344_read_47626_ch_130_strand.fast5	fffc06ff-22bf-4c7f-aa3c-747c0ff18d13	13797ccf3e2df77597eb86d8e23088d7f34ba047	130	59056.46875	9.69925	7759	True	59056.632812	7628	9.5355	4123	8.97241	-0.001773	103.81280500000001	11.135628
