filename	read_id	run_id	channel	start_time	duration	num_events	passes_filtering	template_start	num_events_template	template_duration	sequence_length_template	mean_qscore_template	strand_score_template	median_template	mad_template
minion2_PC_20180219_FAH55989_MN19166_sequencing_run_madagascar_tb_mdr_1_10344_read_20516_ch_474_strand.fast5	fff82972-8fb1-4d0f-96b6-af6e7d9f0a11	13797ccf3e2df77597eb86d8e23088d7f34ba047	474	10628.181641	2.25575	1804	True	10628.384766	1641	2.052	840	8.189869	-0.002656	97.167351	10.596809
minion2_PC_20180219_FAH55989_MN19166_sequencing_run_madagascar_tb_mdr_1_10344_read_205793_ch_153_strand.fast5	fff807c5-47e8-49dc-b6d6-926e35670766	13797ccf3e2df77597eb86d8e23088d7f34ba047	153	140078.296875	1.1325	906	True	140078.46875	782	0.9775	382	7.702002	-0.0017850000000000001	96.808136	10.057983
minion2_PC_20180219_FAH55989_MN19166_sequencing_run_madagascar_tb_mdr_1_10344_read_47106_ch_115_strand.fast5	fff7da5d-c510-49de-b5cf-a68eddbb4b12	13797ccf3e2df77597eb86d8e23088d7f34ba047	115	34904.320312	5.5775	4462	True	34904.386719	4410	5.5125	2528	10.065174	-0.001472	89.264641	10.057983
minion2_PC_20180219_FAH55989_MN19166_sequencing_run_madagascar_tb_mdr_1_10344_read_227694_ch_274_strand.fast5	fff7cb2a-f08a-454b-8b29-66f448083aad	13797ccf3e2df77597eb86d8e23088d7f34ba047	274	164294.078125	1.377	1101	False	164294.28125	928	1.16075	81	1.5268059999999999	-0.002893	68.609848	6.6454580000000005
minion2_PC_20180219_FAH55989_MN19166_sequencing_run_madagascar_tb_mdr_1_10344_read_66685_ch_108_strand.fast5	fff7c567-c998-43bc-a99c-aa97d012c66b	13797ccf3e2df77597eb86d8e23088d7f34ba047	108	37883.0	2.05075	1640	True	37883.167969	1505	1.882	771	10.901709	-0.0017579999999999998	88.905434	10.057991000000001
minion2_PC_20180219_FAH55989_MN19166_sequencing_run_madagascar_tb_mdr_1_10344_read_33418_ch_435_strand.fast5	fff7adc2-782f-4da9-84e0-dffd77c82b8d	13797ccf3e2df77597eb86d8e23088d7f34ba047	435	17869.511719	2.405	1924	False	17869.554688	1891	2.36375	810	6.805016	-0.001509	88.725822	9.339561
minion2_PC_20180219_FAH55989_MN19166_sequencing_run_madagascar_tb_mdr_1_10344_read_6752_ch_467_strand.fast5	fff751db-ccbb-4ef1-9b77-09fe84e02483	13797ccf3e2df77597eb86d8e23088d7f34ba047	467	4150.361328	1.11425	891	True	4150.47168	803	1.00425	404	10.424028999999999	-0.0018219999999999998	88.905434	9.698775999999999
minion2_PC_20180219_FAH55989_MN19166_sequencing_run_madagascar_tb_mdr_1_10344_read_98141_ch_438_strand.fast5	fff70510-d06b-4624-beaa-56f7af58f059	13797ccf3e2df77597eb86d8e23088d7f34ba047	438	88258.609375	1.8585	1486	True	88259.117188	1076	1.346	511	7.415692999999999	-0.002806	80.28429399999999	9.339554
minion2_PC_20180219_FAH55989_MN19166_sequencing_run_madagascar_tb_mdr_1_10344_read_165746_ch_298_strand.fast5	fff6c76f-5605-46cc-b850-9eb95706034d	13797ccf3e2df77597eb86d8e23088d7f34ba047	298	170356.75	2.24425	1795	True	170356.796875	1758	2.198	825	8.960082	-0.00128	121.773499	12.033661
minion2_PC_20180219_FAH55989_MN19166_sequencing_run_madagascar_tb_mdr_1_10344_read_90003_ch_236_strand.fast5	fff6c160-70c2-434b-8c4b-ba199235cb90	13797ccf3e2df77597eb86d8e23088d7f34ba047	236	52489.980469	3.39225	2713	True	52490.042969	2662	3.3285	1267	10.455587	-0.001121	93.575211	10.956024000000001
minion2_PC_20180219_FAH55989_MN19166_sequencing_run_madagascar_tb_mdr_1_10344_read_5418_ch_95_strand.fast5	fff6a9b5-6c2f-4a08-a811-1bb4dd870ae7	13797ccf3e2df77597eb86d8e23088d7f34ba047	95	4083.4345700000003	3.99575	3196	True	4083.4731450000004	3165	3.957	1577	10.019821	-0.001905	86.211327	10.417197999999999
minion2_PC_20180219_FAH55989_MN19166_sequencing_run_madagascar_tb_mdr_1_10344_read_46980_ch_54_strand.fast5	fff689ff-4c56-4bf0-91ca-a252ebb9df92	13797ccf3e2df77597eb86d8e23088d7f34ba047	54	38617.558594	3.07475	2459	True	38617.675781	2367	2.95975	1270	8.956957000000001	-0.002216	94.473244	10.057983
minion2_PC_20180219_FAH55989_MN19166_sequencing_run_madagascar_tb_mdr_1_10344_read_75154_ch_239_strand.fast5	fff64e91-021d-49cf-957f-2c08b4bf8d79	13797ccf3e2df77597eb86d8e23088d7f34ba047	239	72980.257812	10.90775	8726	True	72980.429688	8582	10.72775	3583	11.795421000000001	-0.0015890000000000001	95.550888	11.315230999999999
minion2_PC_20180219_FAH55989_MN19166_sequencing_run_madagascar_tb_mdr_1_10344_read_8442_ch_76_strand.fast5	fff63bff-2e0a-4410-a7eb-7a54374e84db	13797ccf3e2df77597eb86d8e23088d7f34ba047	76	5450.73584	3.83675	3069	True	5451.116211	2765	3.45675	1358	8.703222	-0.00205	91.240318	9.519173
minion2_PC_20180219_FAH55989_MN19166_sequencing_run_madagascar_tb_mdr_1_10344_read_107748_ch_488_strand.fast5	fff5c14d-4e7f-4f03-a1fa-eeb4b60ffd0d	13797ccf3e2df77597eb86d8e23088d7f34ba047	488	86507.523438	3.51375	2811	True	86507.539062	2799	3.49875	1516	11.076543	-0.00156	80.643509	9.519165
