filename	read_id	run_id	batch_id	channel	mux	start_time	duration	num_events	passes_filtering	template_start	num_events_template	template_duration	sequence_length_template	mean_qscore_template	strand_score_template	median_template	mad_template	calibration_strand_genome	calibration_strand_genome_start	calibration_strand_genome_end	calibration_strand_strand_start	calibration_strand_strand_end	calibration_strand_num_insertions	calibration_strand_num_deletions	calibration_strand_num_aligned	calibration_strand_num_correct	calibration_strand_identity	calibration_strand_accuracy	calibration_strand_score
pass_PAD73195_86b15e57ca99113b4bb75b4ad1e8da937dde06d9_9.fast5	efca71fc-0121-4fab-a84d-4d1ae13ccb46	86b15e57ca99113b4bb75b4ad1e8da937dde06d9	0	2823	4	670.941772	11.22875	22457	True	671.0177610000001	22305	11.15275	4274	9.524673	0.0	79.682846	9.503459	wrong_length	0	-1	-1	-1	-1	-1	-1	-1	-1.0	-1.0	-1
pass_PAD73195_86b15e57ca99113b4bb75b4ad1e8da937dde06d9_9.fast5	8776e78f-0b31-416f-9017-7c785fe21963	86b15e57ca99113b4bb75b4ad1e8da937dde06d9	0	2466	4	637.9032589999999	13.34075	26681	True	637.9942629999999	26499	13.24975	2460	9.254475	0.0	82.972504	9.503459	wrong_length	0	-1	-1	-1	-1	-1	-1	-1	-1.0	-1.0	-1
pass_PAD73195_86b15e57ca99113b4bb75b4ad1e8da937dde06d9_9.fast5	37a37839-b576-46a8-92ef-fb9b75795eda	86b15e57ca99113b4bb75b4ad1e8da937dde06d9	0	991	3	637.30127	17.6465	35293	True	637.400757	35094	17.547001	7177	11.478444	0.0	112.57943700000001	9.137941	wrong_length	0	-1	-1	-1	-1	-1	-1	-1	-1.0	-1.0	-1
pass_PAD73195_86b15e57ca99113b4bb75b4ad1e8da937dde06d9_9.fast5	b3c90be4-c575-4305-8010-85763a24b027	86b15e57ca99113b4bb75b4ad1e8da937dde06d9	0	1347	3	629.453491	2.3195	4639	True	629.8319700000001	3882	1.941	797	10.516223	0.0	93.938034	8.772424	wrong_length	0	-1	-1	-1	-1	-1	-1	-1	-1.0	-1.0	-1
pass_PAD73195_86b15e57ca99113b4bb75b4ad1e8da937dde06d9_9.fast5	aed9c9ac-a9a3-4c2f-8e9c-bdc5e831c900	86b15e57ca99113b4bb75b4ad1e8da937dde06d9	0	406	3	672.9119870000001	1.148	2296	True	673.015991	2088	1.044	357	12.352644	0.0	104.538048	9.137941	wrong_length	0	-1	-1	-1	-1	-1	-1	-1	-1.0	-1.0	-1
pass_PAD73195_86b15e57ca99113b4bb75b4ad1e8da937dde06d9_9.fast5	f2d59695-d05c-478a-afd5-1a3f9020b71b	86b15e57ca99113b4bb75b4ad1e8da937dde06d9	0	2119	3	629.4542240000001	26.421749	52843	True	629.577759	52596	26.29825	10547	10.778961	0.0	114.041504	9.503459	wrong_length	0	-1	-1	-1	-1	-1	-1	-1	-1.0	-1.0	-1
pass_PAD73195_86b15e57ca99113b4bb75b4ad1e8da937dde06d9_9.fast5	d7ea381b-dd97-4882-93e9-6896023d73ae	86b15e57ca99113b4bb75b4ad1e8da937dde06d9	0	1795	1	641.9892580000001	15.69025	31380	True	642.1712650000001	31016	15.50825	6749	9.975897	0.0	107.82770500000001	9.503459	wrong_length	0	-1	-1	-1	-1	-1	-1	-1	-1.0	-1.0	-1
pass_PAD73195_86b15e57ca99113b4bb75b4ad1e8da937dde06d9_9.fast5	d2412fe4-186f-4d84-aa17-6bd0e196a32b	86b15e57ca99113b4bb75b4ad1e8da937dde06d9	0	2272	4	659.893738	2.09875	4197	True	659.995728	3993	1.99675	802	10.183608	0.0	81.14492	9.137941	wrong_length	0	-1	-1	-1	-1	-1	-1	-1	-1.0	-1.0	-1
pass_PAD73195_86b15e57ca99113b4bb75b4ad1e8da937dde06d9_9.fast5	bd985ec3-4593-4ab8-94aa-179599409c16	86b15e57ca99113b4bb75b4ad1e8da937dde06d9	0	1424	3	620.23999	9.41775	18835	True	620.312988	18689	9.34475	3775	9.189192	0.0	131.586349	8.772424	*	-1	-1	-1	-1	-1	-1	-1	-1	-1.0	-1.0	-1
pass_PAD73195_86b15e57ca99113b4bb75b4ad1e8da937dde06d9_9.fast5	d737eb81-0526-440e-a8f3-4ccf7e2afc0d	86b15e57ca99113b4bb75b4ad1e8da937dde06d9	0	1992	3	660.231995	13.64675	27293	True	660.484009	26789	13.39475	5447	10.350974	0.0	132.317383	9.503459	wrong_length	0	-1	-1	-1	-1	-1	-1	-1	-1.0	-1.0	-1
pass_PAD73195_86b15e57ca99113b4bb75b4ad1e8da937dde06d9_9.fast5	83ec5e2f-6664-465a-9611-e613da5fe6da	86b15e57ca99113b4bb75b4ad1e8da937dde06d9	0	536	2	646.596497	26.2125	52425	True	646.8494870000001	51919	25.959498999999997	9786	11.500017999999999	0.0	81.510437	9.503459	wrong_length	0	-1	-1	-1	-1	-1	-1	-1	-1.0	-1.0	-1
pass_PAD73195_86b15e57ca99113b4bb75b4ad1e8da937dde06d9_9.fast5	86b5790f-8425-4f74-bc42-33cd7a2eded6	86b15e57ca99113b4bb75b4ad1e8da937dde06d9	0	1218	2	642.777527	14.864	29728	True	643.0615230000001	29160	14.58	6123	11.727849	0.0	78.951813	9.503459	wrong_length	0	-1	-1	-1	-1	-1	-1	-1	-1.0	-1.0	-1
pass_PAD73195_86b15e57ca99113b4bb75b4ad1e8da937dde06d9_9.fast5	95e9371f-0daf-4926-869c-0f9cba753f89	86b15e57ca99113b4bb75b4ad1e8da937dde06d9	0	2547	1	646.144775	13.5535	27107	True	646.3572389999999	26682	13.341	5061	10.508701	0.0	138.896698	9.868977000000001	wrong_length	0	-1	-1	-1	-1	-1	-1	-1	-1.0	-1.0	-1
pass_PAD73195_86b15e57ca99113b4bb75b4ad1e8da937dde06d9_9.fast5	71df3f1c-a4fa-4209-8da7-1cba59776bad	86b15e57ca99113b4bb75b4ad1e8da937dde06d9	0	1550	4	624.179504	13.758	27516	True	624.420471	27034	13.517	5141	9.305986	0.0	82.972504	9.137941	wrong_length	0	-1	-1	-1	-1	-1	-1	-1	-1.0	-1.0	-1
pass_PAD73195_86b15e57ca99113b4bb75b4ad1e8da937dde06d9_9.fast5	bd04596f-1fcf-4522-a47e-9e7b0d38fa28	86b15e57ca99113b4bb75b4ad1e8da937dde06d9	0	340	1	663.914978	8.67975	17359	True	664.012512	17164	8.58225	3807	10.068946	0.0	84.069061	8.772424	wrong_length	0	-1	-1	-1	-1	-1	-1	-1	-1.0	-1.0	-1
pass_PAD73195_86b15e57ca99113b4bb75b4ad1e8da937dde06d9_9.fast5	0c3ebb2b-0efc-458f-ad6d-fa444b1d2f0a	86b15e57ca99113b4bb75b4ad1e8da937dde06d9	0	2262	2	671.116028	6.58275	13165	True	671.149475	13098	6.54925	2279	12.507341	0.0	84.434578	9.503459	wrong_length	0	-1	-1	-1	-1	-1	-1	-1	-1.0	-1.0	-1
pass_PAD73195_86b15e57ca99113b4bb75b4ad1e8da937dde06d9_9.fast5	223958a1-5f4e-48e6-94fd-8fbe64073dbc	86b15e57ca99113b4bb75b4ad1e8da937dde06d9	0	1206	4	652.8127440000001	26.994749	53989	True	653.2167360000001	53181	26.59075	9738	9.158949	0.0	80.048363	9.503459	wrong_length	0	-1	-1	-1	-1	-1	-1	-1	-1.0	-1.0	-1
pass_PAD73195_86b15e57ca99113b4bb75b4ad1e8da937dde06d9_9.fast5	faaf47fa-e73b-4221-9dce-076402d0692e	86b15e57ca99113b4bb75b4ad1e8da937dde06d9	0	2417	2	659.792725	6.66225	13324	True	660.109741	12690	6.34525	2607	11.02236	0.0	88.089752	8.406906	wrong_length	0	-1	-1	-1	-1	-1	-1	-1	-1.0	-1.0	-1
pass_PAD73195_86b15e57ca99113b4bb75b4ad1e8da937dde06d9_9.fast5	079d7361-b35c-4fb4-96f4-6427ba99bc78	86b15e57ca99113b4bb75b4ad1e8da937dde06d9	0	751	2	639.0654910000001	9.81775	19635	True	639.161011	19444	9.72225	4357	9.825088000000001	0.0	79.682846	9.137941	wrong_length	0	-1	-1	-1	-1	-1	-1	-1	-1.0	-1.0	-1
pass_PAD73195_86b15e57ca99113b4bb75b4ad1e8da937dde06d9_9.fast5	a66a848a-ba1c-4ef9-b122-13f8255f830e	86b15e57ca99113b4bb75b4ad1e8da937dde06d9	0	1722	4	608.184021	23.356501	46713	True	608.4505	46180	23.09	8441	9.294632	0.0	81.87595400000001	9.503459	wrong_length	0	-1	-1	-1	-1	-1	-1	-1	-1.0	-1.0	-1
pass_PAD73195_86b15e57ca99113b4bb75b4ad1e8da937dde06d9_9.fast5	ea28ea4c-1cf9-4160-a2d7-88a303a3ca5e	86b15e57ca99113b4bb75b4ad1e8da937dde06d9	0	2281	3	661.630493	10.422	20844	True	661.8115230000001	20482	10.241	4272	9.302746	0.0	93.572517	9.137941	wrong_length	0	-1	-1	-1	-1	-1	-1	-1	-1.0	-1.0	-1
pass_PAD73195_86b15e57ca99113b4bb75b4ad1e8da937dde06d9_9.fast5	8348c1de-7ebf-4531-98d3-8c3bcdba501d	86b15e57ca99113b4bb75b4ad1e8da937dde06d9	0	2975	2	649.9052730000001	25.06575	50131	True	649.9697269999999	50002	25.001248999999998	9484	10.835208999999999	0.0	83.70354499999999	9.137941	wrong_length	0	-1	-1	-1	-1	-1	-1	-1	-1.0	-1.0	-1
pass_PAD73195_86b15e57ca99113b4bb75b4ad1e8da937dde06d9_9.fast5	50aef6fc-7ae3-4312-a1ea-1dd6ccb996c1	86b15e57ca99113b4bb75b4ad1e8da937dde06d9	0	1051	2	657.20575	14.1965	28393	True	657.381775	28041	14.0205	6091	10.682203999999999	0.0	84.069061	9.503459	wrong_length	0	-1	-1	-1	-1	-1	-1	-1	-1.0	-1.0	-1
pass_PAD73195_86b15e57ca99113b4bb75b4ad1e8da937dde06d9_9.fast5	19ee8b1b-c4a2-4f6d-a952-7dbb7c54a364	86b15e57ca99113b4bb75b4ad1e8da937dde06d9	0	2514	4	658.260254	4.7205	9441	True	658.692261	8577	4.2885	1647	9.631903999999999	0.0	86.627686	9.868977000000001	wrong_length	0	-1	-1	-1	-1	-1	-1	-1	-1.0	-1.0	-1
pass_PAD73195_86b15e57ca99113b4bb75b4ad1e8da937dde06d9_9.fast5	38a68187-1414-4d7c-97a8-afab4406d4f6	86b15e57ca99113b4bb75b4ad1e8da937dde06d9	0	2174	2	666.995483	6.808	13616	True	667.4525150000001	12702	6.351	2749	9.688363	0.0	83.70354499999999	9.137941	wrong_length	0	-1	-1	-1	-1	-1	-1	-1	-1.0	-1.0	-1
pass_PAD73195_86b15e57ca99113b4bb75b4ad1e8da937dde06d9_9.fast5	c23f6e4a-a27e-48af-bd25-6ea66e733b4a	86b15e57ca99113b4bb75b4ad1e8da937dde06d9	0	1154	1	623.8447269999999	11.77075	23541	True	624.030762	23169	11.58475	4860	8.909798	0.0	125.738068	9.868977000000001	wrong_length	0	-1	-1	-1	-1	-1	-1	-1	-1.0	-1.0	-1
pass_PAD73195_86b15e57ca99113b4bb75b4ad1e8da937dde06d9_9.fast5	6c79bcc8-ed95-453f-a4e6-abc5fd186c86	86b15e57ca99113b4bb75b4ad1e8da937dde06d9	0	1969	1	625.629761	7.723	15446	True	625.6602780000001	15385	7.6925	2963	11.301667	0.0	120.255302	9.503459	wrong_length	0	-1	-1	-1	-1	-1	-1	-1	-1.0	-1.0	-1
pass_PAD73195_86b15e57ca99113b4bb75b4ad1e8da937dde06d9_9.fast5	db941abd-bde1-4f9c-90cc-8112fddbe481	86b15e57ca99113b4bb75b4ad1e8da937dde06d9	0	1455	2	647.194763	11.49525	22990	True	647.272766	22834	11.41725	4535	10.724960000000001	0.0	78.951813	9.137941	wrong_length	0	-1	-1	-1	-1	-1	-1	-1	-1.0	-1.0	-1
pass_PAD73195_86b15e57ca99113b4bb75b4ad1e8da937dde06d9_9.fast5	4e086f4c-f979-4255-9c1c-5bb49a7b807f	86b15e57ca99113b4bb75b4ad1e8da937dde06d9	0	743	2	644.288025	9.55675	19113	True	644.630493	18428	9.21425	3426	9.757358	0.0	79.317329	9.137941	*	-1	-1	-1	-1	-1	-1	-1	-1	-1.0	-1.0	-1
pass_PAD73195_86b15e57ca99113b4bb75b4ad1e8da937dde06d9_9.fast5	78671f29-9f11-4a54-b6b4-9a0acfb182ff	86b15e57ca99113b4bb75b4ad1e8da937dde06d9	0	1791	1	627.792236	17.5555	35111	True	627.8477780000001	35000	17.5	6996	9.558145	0.0	91.744926	9.503459	wrong_length	0	-1	-1	-1	-1	-1	-1	-1	-1.0	-1.0	-1
pass_PAD73195_86b15e57ca99113b4bb75b4ad1e8da937dde06d9_9.fast5	af11d23c-6214-454e-a6cf-141683f112fb	86b15e57ca99113b4bb75b4ad1e8da937dde06d9	0	1999	1	623.895264	25.431499	50863	True	624.058777	50536	25.268	10291	8.167212	0.0	105.269081	9.868977000000001	wrong_length	0	-1	-1	-1	-1	-1	-1	-1	-1.0	-1.0	-1
pass_PAD73195_86b15e57ca99113b4bb75b4ad1e8da937dde06d9_9.fast5	39dc6950-ea90-4208-a01b-08d754a0249d	86b15e57ca99113b4bb75b4ad1e8da937dde06d9	0	206	1	641.789734	30.9895	61979	True	642.211731	61135	30.567498999999998	12440	10.272765	0.0	131.586349	9.503459	wrong_length	0	-1	-1	-1	-1	-1	-1	-1	-1.0	-1.0	-1
